Time;Frequency;Current A;Current B;Current C;Voltage AB;Voltage BC;Voltage CA;Activepower;Apparent power (VA);Active energy delivered Wh;Humidity;Temperature
2021-06-25T12:30:00Z;600206;6015500641;5613195038;7604492188;2258164825;2248908539;2247580414;2437684059;7955475807;6763;65255;26.87
2021-06-25T12:45:00Z;600303;7445542145;9073873901;9462189484;2259942169;2248200073;2248768921;3282575607;9852912903;7528;65.21;26975
2021-06-25T13:00:00Z;599766;7280680847;9301513672;8941560364;2257445831;224641037;2246856232;3220117569;9627210617;7994;65065;27.11
2021-06-25T13:15:00Z;600014;6697910309;8590991974;9483209229;2246954956;2233843536;2233625336;309021492;8813570976;7282;64705;27.24
2021-06-25T13:30:00Z;600185;5915777588;8008496094;9522437286;2244630432;2231781616;2228647461;2914201546;7769878387;7339;64595;27265
2021-06-25T13:45:00Z;600067;4782330322;7829258728;8724182129;2244467773;22321698;222758667;2639233589;6278095245;7034;64085;27.62
2021-06-25T14:00:00Z;600377;4358338165;7824485016;9929790497;2257645416;2245988312;2242555695;2761457825;5759055614;6328;63965;27.64
2021-06-25T14:15:00Z;600121;5449028397;6161974335;6106573486;2253626404;2245730743;2243960114;223582859;7195467949;6883;64155;27.58
2021-06-25T14:30:00Z;599791;4262100601;5610440063;5661454773;2256179657;2246352386;2243577423;1954245758;56308465;6508;64625;27.43
2021-06-25T14:45:00Z;600066;5108995438;617771225;6429058838;2263068695;2253136749;2249358978;222035408;6769101143;5742;65015;27295
2021-06-25T15:00:00Z;600128;4046570587;665852356;6529771423;2261548462;2250565186;2249700775;2163165665;5361463547;5148;65.45;27.11
2021-06-25T15:15:00Z;600173;4130343628;6418029022;6881977844;2264230499;2253037415;2251259155;2176382828;5477230072;5220;65.8;26975
2021-06-25T15:30:00Z;600199;5078076935;6140994263;7572705078;2265620422;2255545959;2254625549;2369946861;674152422;5430;66.02;27.1
2021-06-25T15:45:00Z;599674;5444860077;6251197815;7880969238;2267900696;2259538727;2258553009;2471320152;7237563133;5851;65975;27.16
2021-06-25T16:00:00Z;600092;4006258392;6126279449;6766759491;2271816406;2260507813;2260884247;2121305847;533365202;5318;66235;27.15
2021-06-25T16:15:00Z;600598;3963911819;6286529541;6509766388;2268953857;2257025909;2256316376;2103705406;5269127846;5167;66.12;27.06
2021-06-25T16:30:00Z;600194;3952520752;5756493378;6446705627;2274406738;2262496033;226351181;2032496643;526890564;4883;65.99;27055
2021-06-25T16:45:00Z;600176;29468853;5497439957;6010479355;2277789307;2265245209;2267000122;176378727;3934417009;4645;65995;27.05
2021-06-25T17:00:00Z;600383;3015242767;3967971802;3577905273;2286867065;2275243988;2278310852;1256713867;4044276714;3847;65785;27.04
2021-06-25T17:15:00Z;599891;2585224152;3739796066;237326088;2286059265;2275027008;2279515228;1033747101;346796298;2789;65.97;27045
2021-06-25T17:30:00Z;60023;1388917446;2585847092;2083839798;2296154785;2284445953;2289028473;7457588673;1871107697;2338;66.1;27
2021-06-25T17:45:00Z;599602;1320084572;3111567307;2096858597;2298465729;2287303009;2291824341;7841997623;1780599952;2094;66.2;27
2021-06-25T18:00:00Z;600182;1294712639;2579113007;2026605415;2306956024;2297102966;2300997009;7253730297;1752658606;1929;65835;26975
2021-06-25T18:15:00Z;59998;1338437271;2492497635;2477269173;2303864746;2291365356;2294943085;7622690201;1808639288;1921;65.08;26.84
2021-06-25T18:30:00Z;60043;1526659966;311032486;2470336914;2290009613;2277276154;2282766266;8647809029;2051448584;2235;65.12;26815
2021-06-25T18:45:00Z;599568;1577496719;2791452789;2413227272;229418808;2282537842;2285944519;8355038643;2122926712;2073;65855;26695
2021-06-25T19:00:00Z;599654;2418959045;371889801;2444717216;2292880554;2282875671;2285653839;1037613392;3253522635;2231;66185;26605
2021-06-25T19:15:00Z;600085;2896372032;2752941895;2341016769;2299962921;228884079;2290597076;1018025684;3905139685;2253;66.97;26.55
2021-06-25T19:30:00Z;600117;1523756504;286835556;2112694931;2307444458;2295056;2298713074;8033820152;2062273264;2201;66335;26.41
2021-06-25T19:45:00Z;599876;1537433147;294355011;2081945801;2309994507;2297561798;2301746368;8114883423;2083059788;2156;65.93;26225
2021-06-25T20:00:00Z;59953;1570386314;2661551476;2151514435;2313787231;2301053467;2305429382;7966442585;2131044388;2210;66.12;25.91
2021-06-25T20:15:00Z;59952;1585286331;2774557495;2071827888;2312846222;2301705322;2304735413;795816946;2149944544;2235;66165;25.74
2021-06-25T20:30:00Z;60031;3005480957;2672148132;2192108154;2316096497;2304848785;2307833862;1014610672;4081439495;2295;66.59;25305
2021-06-25T20:45:00Z;599629;1550262356;2655706596;2534142685;2319163818;2305998993;2309697571;830775547;2107742071;2151;67.09;25025
2021-06-25T21:00:00Z;600216;1574789429;3179068375;2360709381;2315514832;2302577209;2306851654;8753232956;213828969;2069;67.67;24.78
2021-06-25T21:15:00Z;599566;1548339653;2761001968;2431474876;2315779419;2302426758;230638504;8360721588;2102164984;2054;67.86;24795
2021-06-25T21:30:00Z;600186;1610029984;2643095207;2405909729;2317485199;2304575043;2308369904;832815361;2187958479;2068;67955;24865
2021-06-25T21:45:00Z;600012;1545164204;3079602051;2092361259;232017868;2306993561;2312042389;8340709686;2102179289;2161;68.01;24825
2021-06-25T22:00:00Z;600139;1576730919;2689357567;2089164734;2319433899;2306053467;2308898773;8018193245;2143066406;2069;68.26;24.6
2021-06-25T22:15:00Z;600213;1552960587;2923101616;213026638;2318817902;2306581268;23098349;8235789299;2111049175;2093;68.27;24.59
2021-06-25T22:30:00Z;599833;1522276402;2693605423;2135664177;2323363037;2310367584;2314734802;7912490368;2073500395;2089;68395;24.59
2021-06-25T22:45:00Z;599827;1523967838;2875616264;2119581413;2320936279;2307058105;2312661133;8071424484;2073894262;2067;68665;24.39
2021-06-25T23:00:00Z;600126;1524496078;2735691071;20347332;2326430969;2313417511;2318155365;7850070477;2079661131;1998;68605;24.4
2021-06-25T23:15:00Z;600173;1571923733;2645744133;2015610695;2326537781;231487381;2319317474;7845050335;2144448996;2200;68525;24.25
2021-06-25T23:30:00Z;600579;1527977848;3036741447;2006843758;2328670502;2315382385;2320278473;8138846397;2086188793;1969;68795;24.28
2021-06-25T23:45:00Z;600324;1573971176;2954225731;1959465218;2330088959;2315860901;2322341156;8129861832;2150639057;2059;68.66;24.24
2021-06-26T00:00:00Z;599851;1539631081;2940841293;2346032715;233319519;2318341675;232458725;8515583992;2106298685;2184;68.65;24195
2021-06-26T00:15:00Z;600193;1616418266;2761497688;2619811249;2331627045;2317265015;2323820801;8721482277;2210119963;2118;68.59;24.13
2021-06-26T00:30:00Z;600259;1548027515;3027527237;212075882;233433609;232141449;2327651062;8354547501;2119112253;2223;68795;24.01
2021-06-26T00:45:00Z;599922;1579842663;2735396957;2129472542;2327545624;2312360077;2319395905;8121988297;215625906;2131;68.7;23975
2021-06-26T01:00:00Z;59941;1522382164;3177675056;2110750389;2328029175;2312463837;2322847748;8384251595;2080074549;2146;69045;23855
2021-06-26T01:15:00Z;599375;1584270382;2670761871;2072255325;2330419769;2314571838;2322501678;7958349705;2165002584;2019;69.13;23935
2021-06-26T01:30:00Z;599472;152333374;2935853958;2425473976;2332848358;2316585083;2326167297;8519926071;2084710598;2144;69285;23.76
2021-06-26T01:45:00Z;600255;1526132488;2940567207;1973345184;2340288544;2322620239;2333339691;8033010483;2095598936;2168;69325;23.74
2021-06-26T02:00:00Z;600021;1570950317;3187844467;2079275513;2330436859;2314840851;2323630219;8617758751;2147323847;2102;69.48;23705
2021-06-26T02:15:00Z;599724;1544017601;3021617889;2025969696;2332062836;2315758972;2326328125;8230436325;21127069;2077;69595;23.7
2021-06-26T02:30:00Z;600497;1608178711;307269249;219881916;2338348694;2321405945;2331775055;8624064445;2206259966;2111;69615;23.65
2021-06-26T02:45:00Z;600264;1551663971;288070755;2060683441;2336508331;2319408417;2330496368;8129835129;2127486229;2140;70035;23.21
2021-06-26T03:00:00Z;599847;2465606499;331264267;2169662476;2335019073;2320324707;233086792;9915139198;3378879309;2117;70875;23.05
2021-06-26T03:15:00Z;600018;15239151;2985214043;2523636055;2338730011;2321882782;2331805267;8674229622;2090839386;2185;71.1;23
2021-06-26T03:30:00Z;59961;157059145;2807128143;2342838669;2339420319;2322297058;2332655029;8408483505;2155269384;2031;71275;22.91
2021-06-26T03:45:00Z;599973;1524918652;2685552788;2420256805;234304718;2326182404;2336504211;8252754211;2095904112;2095;71475;22875
2021-06-26T04:00:00Z;600262;1609129715;2885789871;2413694382;233629364;2320473175;2329040375;8722325325;2204707384;2071;71.64;22975
2021-06-26T04:15:00Z;600327;154875555;2768108177;2094438171;2337871704;2321977234;2331903839;8058820724;2124036789;2093;71.7;22825
2021-06-26T04:30:00Z;599808;185827961;3186126518;1966560936;2335772858;232035553;232997757;8794650078;2545823336;2241;71.88;22765
2021-06-26T04:45:00Z;600166;1503115463;2672298813;2114332962;2338283691;2322496338;2332317963;7866696835;2061524153;2082;72.02;22.79
2021-06-26T05:00:00Z;599715;152681818;3112265587;220682354;2337922821;2320597687;2329952698;8584028244;2093029976;2117;72105;22725
2021-06-26T05:15:00Z;599549;1567974949;2704939842;2126294327;233857605;2322259064;2331397552;805328846;2150507927;2094;72.21;22.73
2021-06-26T05:30:00Z;599687;1517508888;3077876091;2266968536;2338508759;232355484;233183136;8604755402;2081038713;2091;72185;22.72
2021-06-26T05:45:00Z;599077;1594604015;268792038;1973222923;2337535706;2321439514;2330045624;7933140755;2185394287;2199;72.3;22.71
2021-06-26T06:00:00Z;60023;1551144981;26171978;1892240524;2339589233;2324837952;2334008179;7530263901;212879777;2018;72.37;22.65
2021-06-26T06:15:00Z;599963;1588482857;2900011253;1821212196;2337938843;2324316254;233387619;7761526585;2178768158;1942;72.46;22.68
2021-06-26T06:30:00Z;60032;1274594688;2618089867;2042750168;234321167;2329121399;2337989655;7339496136;1752032876;1873;72625;22665
2021-06-26T06:45:00Z;59985;132726202;2486158371;2111131859;2351982117;2339658661;2347047882;7354007721;1831130266;1867;72625;22.75
2021-06-26T07:00:00Z;600198;2262168694;3547941208;202390213;2349427795;2339748383;2346844482;9442677498;3118252277;1899;72.43;22.75
2021-06-26T07:15:00Z;599846;130091629;2492852974;2477821541;2348390045;2337588654;2342726593;7685912609;1791322112;2056;72485;22.68
2021-06-26T07:30:00Z;600129;1327322769;2608940315;2254896164;2344842834;2334510345;2341077576;7617114067;1825983047;1954;72555;22.82
2021-06-26T07:45:00Z;599644;1273583508;261799736;233809166;2340404816;2330225677;2336243286;7553833961;174836731;1830;72.55;22.8
2021-06-26T08:00:00Z;600036;1334219837;2629014969;1892751122;2336005707;23250354;2329450226;725605917;1827066183;1946;72575;22.78
2021-06-26T08:15:00Z;60006;1311702251;304177475;1888492393;2333384857;2322325134;2327871094;7608146191;1794533849;1896;72425;22.77
2021-06-26T08:30:00Z;600272;1373411274;248628788;1913522911;2334029541;2319878387;2326361847;7202116966;1879088044;1980;72335;22675
2021-06-26T08:45:00Z;600229;1313665009;2485219002;2020677376;2324088287;2310154419;2316005096;7189212799;1789614439;1914;72375;22815
2021-06-26T09:00:00Z;60047;1336631584;2821860504;2092938232;2318080292;2305923615;2309360504;7633544445;1815425754;1871;72.3;22.75
2021-06-26T09:15:00Z;600074;1288978767;261174736;1997675705;231368866;2302049408;2306672668;7194471836;1748285651;1917;72.38;22.91
2021-06-26T09:30:00Z;60074;1275352383;2883668709;2457265472;2315701904;2303254547;2307297974;7932057381;173067534;1845;72.16;23055
2021-06-26T09:45:00Z;600192;2241430664;3310770798;2319803619;2312942505;2303439331;2308598175;9424696922;3040389299;1893;71.99;23035
2021-06-26T10:00:00Z;600576;1319047451;2603255844;224545002;2313099365;2301639709;2305526886;752490139;1788351417;2020;72.01;23.12
2021-06-26T10:15:00Z;599534;1344559097;2905586433;2331539536;2304698486;2293643494;2297485352;7904983521;1816275716;1832;71.73;23.21
2021-06-26T10:30:00Z;599885;1275857353;2479250908;189338913;2301994171;2289924011;2294372864;692271471;1721553206;1839;71.59;23305
2021-06-26T10:45:00Z;599868;1337053108;2758959961;189721241;230908844;2298017426;2300438232;7342668056;1808980823;1865;71455;23.51
2021-06-26T11:00:00Z;60022;2271545219;3315145111;2002908325;2304634399;2295878296;2300196381;9359632492;3070062399;1956;71155;23.7
2021-06-26T11:15:00Z;599807;1385957909;2523891449;1955763626;2306205597;2296557617;2299733582;7242271423;1873340368;2061;71.11;23.71
2021-06-26T11:30:00Z;600216;1279134655;2588554382;2091514587;2307725372;2295542755;2299619751;7248370647;1730087399;1877;70975;23.85
2021-06-26T11:45:00Z;600007;1338798141;28938694;1879903793;2304381409;2291948242;2297160187;7437035561;1808552384;1924;70.86;23.89
2021-06-26T12:00:00Z;599978;1282277966;2941744232;1963077736;2306100922;2294376984;2299777832;7468163967;1733661294;1916;70535;24.3
2021-06-26T12:15:00Z;599776;1395683289;3134357643;2248889732;230424118;2292758942;22980336;831629467;1885626554;1817;70325;24.3
2021-06-26T12:30:00Z;599706;2244804764;3138516235;2315669823;2302048492;2292476196;2298718414;9248126984;3031717777;1954;69.87;24.49
2021-06-26T12:45:00Z;599865;1277560043;2776994324;2238986778;2300165405;2289531708;2294111328;7582383633;172290206;1912;69.64;24.62
2021-06-26T13:00:00Z;60024;1276299;2643582535;2370239639;2302148132;2289585266;2295108795;756825161;1722311258;1866;68.95;24785
2021-06-26T13:15:00Z;600278;1294650459;2921007538;2104982758;2302361908;2290641174;2297228546;7610272408;1748301387;1856;68.78;24.84
2021-06-26T13:30:00Z;600215;1378677368;2881489944;2060214806;2305532379;2293742523;2297157135;7683659077;1862410188;1880;68505;25.04
2021-06-26T13:45:00Z;600022;1319657707;2730329514;2023385048;2309299927;2298205566;2304900665;7387444973;178758204;1861;68345;24975
2021-06-26T14:00:00Z;599978;1335426235;2638308525;2245772934;2308612976;2299390869;2303398285;7574576855;1807678342;1954;68295;24945
2021-06-26T14:15:00Z;59971;1251197433;27582304;1898866653;2310119019;2300122986;2304721527;7201631069;1694888234;1948;68385;25205
2021-06-26T14:30:00Z;599975;1309552193;2454019547;194366436;2312649994;2302783203;2308058014;7039710045;1776213884;1834;68.14;25275
2021-06-26T14:45:00Z;60024;1389844704;2590078163;2258784866;2314666901;2306276245;2310852356;7639153004;1886751294;1892;67.77;25265
2021-06-26T15:00:00Z;600253;1341501617;2859443665;2334576416;2315020142;2305317078;2310762939;7893489361;182168889;1835;67745;25.31
2021-06-26T15:15:00Z;600129;2289093018;3295780563;2465181732;2316343079;2308174744;2315525208;9616677284;311222744;1961;67.7;25.28
2021-06-26T15:30:00Z;600068;1332770729;2547388268;2533729553;2307743378;2296585693;2303161926;7743194103;1804100513;2005;67465;25.4
2021-06-26T15:45:00Z;600352;1312561417;2926212311;194088707;23086586;2298992462;2306678162;7517259121;1778261065;1840;67.31;25.55
2021-06-26T16:00:00Z;599352;1381943703;2471183968;2011451912;2312749939;2301452789;2308328552;7244319439;1874562502;1885;67205;25575
2021-06-26T16:15:00Z;599974;1276172733;2753351402;2025572205;2311761475;2302645569;2310470886;7359693527;1731849909;1869;66905;25565
2021-06-26T16:30:00Z;59.97;1309490776;2443893623;1829152298;2311701355;2301064453;2309398956;691706562;1776490331;1844;66885;25615
2021-06-26T16:45:00Z;599523;1309060287;2589736176;1919991875;2311037598;2299926758;2309360657;7139846802;177590704;1960;66.85;25465
2021-06-26T17:00:00Z;600253;1378268433;2865968513;1941965294;2313523407;2302449493;2311933594;7575253487;1871874571;1870;67.05;25565
2021-06-26T17:15:00Z;600432;1273141003;2590979385;2461390495;2320837708;2308134308;231782547;7644030094;1734144688;1870;66985;25.53
2021-06-26T17:30:00Z;599653;1268071651;2570889664;2365445328;2320309753;2308117371;2317211761;748989439;1726697803;1910;66.75;25.57
2021-06-26T17:45:00Z;599759;1302277184;2613750076;2374583817;2318136292;2305089874;2313884583;7635064602;1771517515;1819;66.83;25555
2021-06-26T18:00:00Z;600323;2253431702;3149067307;253722229;2320577545;2310550079;2317609558;9512420654;3068628073;1941;66.91;25555
2021-06-26T18:15:00Z;599643;1247846699;2438385773;2316121864;2314207153;2299773865;2306730042;7295143127;1693157911;1932;66865;25.48
2021-06-26T18:30:00Z;600163;2415861511;3018685341;2033704376;2314131317;2299274445;2307789764;9475283623;3278748274;1909;67075;25435
2021-06-26T18:45:00Z;59978;1525499249;2838446045;2008568192;2316794739;2300381317;2308400879;7889726639;2072309256;2048;67205;25.39
2021-06-26T19:00:00Z;600135;1613776207;275001564;2061816406;2318255615;2303148193;2308454285;8069805145;2192118645;2104;67485;25315
2021-06-26T19:15:00Z;600126;1525182533;2952753448;1960574341;232167038;2304968567;2311168365;7994011879;2074797869;2051;68.32;25215
2021-06-26T19:30:00Z;599681;1555136585;274350853;206653595;2320988617;2305002594;2310025024;7946745396;2114271641;2181;68.61;25.05
2021-06-26T19:45:00Z;600087;1546310329;3084956932;2247457314;2322641602;2305361938;2312344055;8502008438;2104603767;2079;68855;24.94
2021-06-26T20:00:00Z;599871;1615870285;265937252;2131399918;2323982239;2308510742;2313811493;8061900139;2199762106;2009;68925;24.9
2021-06-26T20:15:00Z;600021;1527608871;2631066132;2142927933;2326804504;2309160919;2316473999;7839292049;2082555771;2058;69.01;24785
2021-06-26T20:30:00Z;599958;1578007126;3148479462;1973141479;2327347107;2311435852;2319003143;8308450699;2152861595;1973;68.73;24755
2021-06-26T20:45:00Z;600014;1542713261;2723982048;2023464394;2332458801;2315531769;2322879181;7901815414;2108986855;2151;67.95;24.64
2021-06-26T21:00:00Z;599678;1549638939;3041801262;2085268974;2322310944;2305271149;2313410797;8299027443;2109239101;2055;67.52;24505
2021-06-26T21:15:00Z;600312;1511767864;2885064316;2340638351;2329842224;2311807861;2320138245;8400865555;2064060926;2060;67.49;24.26
2021-06-26T21:30:00Z;600428;152708168;304098053;2024021339;2331593628;2312253113;2321657715;8284579277;2086495161;2089;67705;24
2021-06-26T21:45:00Z;599914;1607076836;3077300644;2129094315;2327347565;2309265289;2319541626;8515416145;2193151951;2103;67885;24075
2021-06-26T22:00:00Z;600104;1552908707;2942592621;2169291306;2329579315;2312961426;2322348175;8321831703;2121307135;2129;67955;23865
2021-06-26T22:15:00Z;600152;1584168625;3026543427;2459296227;2332436829;2314994049;2323756409;8754077911;2165681839;2336;68105;23785
2021-06-26T22:30:00Z;600338;1502097321;3022683716;2338229179;2332478943;2314571533;2323709869;8479754448;2053792715;2072;68205;23715
2021-06-26T22:45:00Z;599944;1606676102;3159379768;2485445786;2332239838;2313882751;2322979584;8979799271;2196135998;2134;68375;23655
2021-06-26T23:00:00Z;600172;1524337673;2973323059;2337402534;233646225;2318318481;232733017;8470132828;2087312937;2049;68.83;23.45
2021-06-26T23:15:00Z;60004;1577292538;2670550919;244488163;2337566223;2319903564;2329136963;8378503799;2161404848;2056;68895;23.33
2021-06-26T23:30:00Z;600322;2450572205;363549881;2014691544;2337760925;2321975098;2333334503;1003246307;3360886335;2227;69215;23.18
2021-06-26T23:45:00Z;60051;1546258163;2796495819;2132041931;2343005676;2325670166;2336210785;8145232201;2124371052;2070;69.45;23205
2021-06-27T00:00:00Z;60019;1568590927;2756274033;2115893555;2344016571;2327770844;2336377563;8117479324;2154959917;2154;69555;23125
2021-06-27T00:15:00Z;599907;1531188774;2777139282;206220665;2345147858;2327743988;2338468781;7980388165;2105662584;2071;69.64;23.21
2021-06-27T00:30:00Z;600299;1602913284;3047539711;2204377937;2345544891;232749527;2338013;8612886429;2204247952;2161;69535;23.19
2021-06-27T00:45:00Z;599979;1499629784;2757558823;2019880295;2347609253;2330254059;234056778;7874427795;2064075947;2097;69695;23.13
2021-06-27T01:00:00Z;600317;1571360207;2661672401;234356041;2349657135;2333082275;2343419495;8288031578;2164924383;2154;69825;23.09
2021-06-27T01:15:00Z;599819;1544955826;2685582733;2347233582;2347835388;2331008911;2340960083;8279042244;2126435518;2074;69735;23035
2021-06-27T01:30:00Z;599759;1600752068;266194458;2413460922;2347137756;2330229645;2340317688;8437175751;2202685356;2045;70.05;22.8
2021-06-27T01:45:00Z;600348;1525182533;2780268478;2076563263;2350245819;2332825928;2343540344;8000378609;2101632833;2024;70175;22.94
2021-06-27T02:00:00Z;599408;1522011852;2752503395;2471444893;2349972076;2333791351;2344223633;8407588005;2097191811;2136;70205;23125
2021-06-27T02:15:00Z;599659;1550366211;301724472;2215780449;2350496368;233288208;2343031464;8489498138;2135998011;2258;69.97;23.26
2021-06-27T02:30:00Z;600197;1521112347;2635896492;2248424339;2354123077;2335854797;2345658722;8111125946;2098509073;2116;69.97;23235
2021-06-27T02:45:00Z;600015;1569258118;2746471024;1958684349;235283783;2336709137;2346229095;7940835953;2164062977;2096;70045;23.16
2021-06-27T03:00:00Z;60.01;1543287277;293028183;2070933914;2355643311;2338309174;2347605286;8251522064;2130264997;2038;69975;23405
2021-06-27T03:15:00Z;599646;1611079788;265819149;2130795479;2351105042;2333641663;2344142761;8376156807;2484885693;2055;69975;23.35
2021-06-27T03:30:00Z;600319;1499253845;2651276779;2192034721;2352558441;2334029694;2345554352;7958843708;2067540169;2045;70.06;23.51
2021-06-27T03:45:00Z;599407;1592785263;323505249;2082487106;2350542755;2332526703;2343873901;8671812057;2194821358;2174;70025;23265
2021-06-27T04:00:00Z;599936;1542347908;2757792664;2152599525;2352159729;2335138245;2345421295;813392067;2126512289;2067;70.59;23115
2021-06-27T04:15:00Z;600225;1556223392;2937115479;2136795044;2354577637;2336454468;2347944641;8346729279;2148080587;2073;70.63;23005
2021-06-27T04:30:00Z;600242;152211771;2649119949;2471835327;2356450348;2338787231;2349690399;828910923;2102287769;2084;71.11;22725
2021-06-27T04:45:00Z;600426;154219141;2783220482;206318264;2354951782;2337488251;2348194427;8069752693;2128909349;2105;71.11;22795
2021-06-27T05:00:00Z;599569;2146569252;37553936;2405541611;2354167786;2336679688;2349495392;1032379723;2963731766;2217;71085;22.78
2021-06-27T05:15:00Z;59967;1531398964;2687471008;2486611938;2353259888;233458313;2345673523;8354402542;2112094641;2058;71.17;22.8
2021-06-27T05:30:00Z;600077;1572231102;2876903725;2342288971;2354890747;2336223297;2347554626;8561903;2170134306;2083;71415;22.72
2021-06-27T05:45:00Z;600115;1525974178;3097328949;2337196159;2355663452;2338630981;234932251;8650838852;2106862545;2089;71725;22605
2021-06-27T06:00:00Z;600352;1570181274;2509848022;2273812485;2356452484;2340090332;2351191864;7897132874;2169355869;2108;71.86;22605
2021-06-27T06:15:00Z;600354;1526343441;2791654778;1851421165;2358674011;2341607056;235345108;7670458794;2111236811;1946;71.77;22665
2021-06-27T06:30:00Z;599613;1305981445;2622145844;2117757607;2361808014;2344812927;2356707916;7537690639;1808726072;2052;71685;22.81
2021-06-27T06:45:00Z;600108;1240015125;2792779541;1886060905;2369891815;2354272614;2363831024;7338154316;1722619176;1919;71505;22.89
2021-06-27T07:00:00Z;600045;1297942257;2506798935;1986682701;2369342651;2355401611;2363682709;7257618427;180243361;1877;71495;22.78
2021-06-27T07:15:00Z;599682;1265720272;2612271118;1835699081;2365888367;2353663483;2359706573;7121922016;1754978299;1929;71.66;22855
2021-06-27T07:30:00Z;600486;1239170647;3034566689;1831000137;2366443481;2354846497;2361738586;7486402988;1718782544;1859;71.56;22815
2021-06-27T07:45:00Z;599948;1365533257;2596473694;1947513008;2361676178;2349699097;2355640717;7399380684;1889698982;2049;71435;22865
2021-06-27T08:00:00Z;599906;1261770248;2482690811;2471477318;236103363;2347927094;2355860291;7617273331;1746412396;1891;71345;23.01
2021-06-27T08:15:00Z;60025;1304254055;3154304314;2471086311;2355043182;2341812744;2348218689;8527985573;1799657106;1879;71215;23265
2021-06-27T08:30:00Z;60064;1274405098;2600997162;2381321716;235942215;2346349945;2354234314;7683383942;1762284994;1883;70985;23.35
2021-06-27T08:45:00Z;599754;1309982491;2763887405;2447514725;2354163513;2341331482;235117691;7947757721;1808754563;1873;70925;23.4
2021-06-27T09:00:00Z;600304;1267563629;2894119644;2333403587;2346556244;2333592072;2341669617;7884468079;1743779659;1969;70.88;23525
2021-06-27T09:15:00Z;600099;1389902496;2736279678;1837934685;2348434448;233537796;2342512665;7426194191;1912913561;2043;70855;23.49
2021-06-27T09:30:00Z;599847;124448719;3028165627;191049118;2342608337;2328467407;233535202;75177598;1708022952;1924;70645;23.69
2021-06-27T09:45:00Z;599548;1266864777;2481133652;1948008919;2339543762;2325570068;2331764832;7049950123;1736282468;1903;70.52;23795
2021-06-27T10:00:00Z;599836;1368772316;2775805283;1970364761;2339089966;2326236115;2333464508;7570148468;1876644492;1888;70495;23.83
2021-06-27T10:15:00Z;60046;1246361828;2603627014;1944948006;2332690582;2318616638;2324597168;7135255814;1703419209;1888;70.09;24.04
2021-06-27T10:30:00Z;600266;1307275391;2767846298;2005238342;23328125;2319291077;2326803436;7481514931;1787462473;1976;69.8;24135
2021-06-27T10:45:00Z;60023;1281398582;3136411667;2001339912;2328596191;2312864838;2321530609;7954687119;1748940229;1832;69.56;24.31
2021-06-27T11:00:00Z;600458;1332106113;2575395393;1935320473;2330993958;2316795502;2324781494;7231892109;1820057034;1881;69325;24395
2021-06-27T11:15:00Z;599688;1269023705;3029122925;1906229973;232635437;2312213287;2321364899;7522890091;1731159687;1844;69075;24585
2021-06-27T11:30:00Z;599787;1352737904;2759105873;1909015656;2322529907;2309819183;2316998596;7452630043;1841560841;1798;68995;24695
2021-06-27T11:45:00Z;600238;127136898;2476163864;2304656982;232214035;2307277527;2311874847;7376143456;1729082346;1862;68545;24.89
2021-06-27T12:00:00Z;60004;1269531155;2485802078;1834383011;2319704132;2306727448;2312489471;6899298668;1725615144;1998;68435;25.13
2021-06-27T12:15:00Z;600409;1355175972;2885901451;1996224213;2316469727;23049263;2309801941;7623512745;1839754105;1852;68.05;25485
2021-06-27T12:30:00Z;600289;124707222;2455528259;2513726807;2311854095;230016571;2304154205;7487475395;1688892722;1828;68;25575
2021-06-27T12:45:00Z;59973;1492202282;2569479942;2437956238;2309357147;2297457886;2301946106;7906613827;2018923998;1881;68035;25.7
2021-06-27T13:00:00Z;599847;1309552193;2568288994;2447251892;2308867188;2297002563;230184082;7650130749;177165556;1894;67215;25.99
2021-06-27T13:15:00Z;60022;1275920391;2603533936;230703125;2313594818;2302528839;2306549835;7497737408;1729440212;2052;66.83;26045
2021-06-27T13:30:00Z;600144;1362995625;2734719849;1870500755;2305560608;2294734039;2298471222;7338312626;1841000319;1854;66.66;26065
2021-06-27T13:45:00Z;600178;1388569641;2469945717;1819929504;2303893585;2292773895;229764389;7049664974;1874583364;1842;66685;26205
2021-06-27T14:00:00Z;599863;1336028957;2462600517;18715765;2307401428;2296273193;2300503845;700712347;1806492567;1877;66025;26.44
2021-06-27T14:15:00Z;600296;1356066799;2874888229;2416994476;2307048798;2297618713;2299798279;8030302048;1832447767;1809;65.7;26.4
2021-06-27T14:30:00Z;599717;2246131134;3242187119;2001621437;2300944977;229221283;229649292;9004631042;3029580832;1867;65.27;26.71
2021-06-27T14:45:00Z;600608;1310904121;2547262001;2072721481;231604187;2305389862;2309208221;7274205208;1779066563;2054;64755;26785
2021-06-27T15:00:00Z;60007;1314400291;3068024635;2360368538;2310144806;2300396423;230277298;8160449982;1778753996;1899;64.24;26.98
2021-06-27T15:15:00Z;599742;1268008232;2463515854;2443135834;2316889801;2305655975;2309552155;7480640411;1721315861;1872;63885;26945
2021-06-27T15:30:00Z;59958;1310351276;258911438;2407047272;2317494202;2306583557;2311457367;7661493778;1779856801;1892;63805;26.81
2021-06-27T15:45:00Z;60.03;1310412788;2461455917;2243620682;232070694;230843277;2312201385;7382645607;1781277299;1799;63635;26.84
2021-06-27T16:00:00Z;599684;1344139862;2463090706;2342529488;2320032654;2307640228;2313071289;7508325577;1827226639;1973;63.59;26.87
