Time;Frequency;CurrentA;CurrentB;CurrentC;VoltageAB;VoltageBC;VoltageCA;Activepower;ApparentpowerVA;Activeenergydelivered(Wh);Humidity;Temperature
2021-08-20T15:15:00Z;599847,00;5720210648,00;757414093,00;8758518982,00;2253004761,00;2243578644,00;2239001007,00;2769466019,00;7524115562,00;6582,00;64485,00;27.35
2021-08-20T15:30:00Z;599968,00;7000878143,00;7853808594,00;8741532898,00;2251134644,00;224224411,00;223925705,00;294771843,00;9207626343,00;7078,00;64495,00;27255,00
2021-08-20T15:45:00Z;600207,00;4771071625,00;6805722046,00;8903219604,00;2254180298,00;2243573151,00;2239349518,00;2555262566,00;6280338764,00;6999,00;64.55;27145,00
2021-08-20T16:00:00Z;60018,00;4858875275,00;6469532013,00;9056793976,00;2261808624,00;2252211151,00;2249044952,00;2542235184,00;6420451164,00;6374,00;64.64;27325,00
2021-08-20T16:15:00Z;599965,00;4658086777,00;7540005493,00;9951861572,00;2264602051,00;2251534576,00;2247446594,00;2756738091,00;6158577442,00;6338,00;64.8;27355,00
2021-08-20T16:30:00Z;599629,00;4718006897,00;6411352539,00;8746311951,00;2268152161,00;2260458679,00;2255150757,00;2492793083,00;6251492023,00;6776,00;64755,00;27285,00
2021-08-20T16:45:00Z;599701,00;4395038223,00;6593746948,00;8714172363,00;2271548309,00;2260174103,00;2259389191,00;2470518112,00;5836369991,00;6248,00;64.53;27.25
2021-08-20T17:00:00Z;599729,00;7356687069,00;2685342979,00;3055112457,00;2279701996,00;2269051819,00;2269871521,00;7366482258,00;9812287092,00;3744,00;64375,00;27265,00
2021-08-20T17:15:00Z;600565,00;6527441025,00;2512220764,00;1622185898,00;2277256927,00;2268101807,00;2267639008,00;5624461174,00;8695963621,00;1750,00;64475,00;27.11
2021-08-20T17:30:00Z;599549,00;6438019753,00;2424777031,00;2109529495,00;2282288513,00;2273369751,00;2274325104,00;599088192,00;8598749638,00;1454,00;64.72;27,00
2021-08-20T17:45:00Z;599998,00;7171590328,00;2458510208,00;2181135559,00;2290093994,00;228066391,00;2280239563,00;6288644314,00;9607245326,00;1496,00;65.07;26895,00
2021-08-20T18:00:00Z;599875,00;5883926868,00;2573612976,00;2279011726,00;2299250488,00;2289087982,00;2289912109,00;6216943741,00;7914767861,00;1525,00;65295,00;26.82
2021-08-20T18:15:00Z;60007,00;6643585682,00;2990495491,00;2332471848,00;2302504883,00;2293608704,00;2294775696,00;675112772,00;8953121901,00;1542,00;65545,00;26.73
2021-08-20T18:30:00Z;599899,00;8371291161,00;2676874542,00;1821654129,00;2287480164,00;2276484375,00;2277137756,00;6445593834,00;1120055199,00;1607,00;65.79;26.58
2021-08-20T18:45:00Z;600269,00;903638649,00;2569072723,00;1903186607,00;2306217041,00;2297185669,00;2298682404,00;6582673073,00;1219698787,00;1713,00;66.52;26405,00
2021-08-20T19:00:00Z;599441,00;861118412,00;2686751938,00;1925100899,00;231007782,00;2300611267,00;2301946716,00;6669916153,00;1164097548,00;1750,00;66565,00;26195,00
2021-08-20T19:15:00Z;600093,00;8572763443,00;2548273277,00;1768914223,00;2313447418,00;2302542725,00;2304019928,00;6383697033,00;1160362959,00;1714,00;66865,00;26025,00
2021-08-20T19:30:00Z;600124,00;9169060707,00;2862257957,00;1714834404,00;2306703033,00;229639328,00;2297834167,00;6763842583,00;123755455,00;1691,00;67225,00;25.77
2021-08-20T19:45:00Z;599865,00;839242363,00;2578956795,00;1770188141,00;2308851624,00;2296669922,00;2299943695,00;6350967884,00;113404119,00;1704,00;67585,00;25.61
2021-08-20T20:00:00Z;60013,00;8381864548,00;399954071,00;3594025803,00;2317172699,00;2302865601,00;230569931,00;9944081306,00;1135415554,00;1750,00;67.73;25395,00
2021-08-20T20:15:00Z;599831,00;8886345863,00;2977300835,00;2364253807,00;231395874,00;23031604,00;2306296997,00;7413741589,00;1203432322,00;1782,00;67.8;25.33
2021-08-20T20:30:00Z;60001,00;8378020287,00;2593805504,00;2308008194,00;2319833679,00;2307925568,00;2311536865,00;6885262489,00;1137557387,00;1722,00;67.4;25065,00
2021-08-20T20:45:00Z;600468,00;8912583351,00;2877295685,00;2304237556,00;2322657166,00;2312692566,00;2315263062,00;7289029121,00;1211682916,00;1713,00;67.46;24915,00
2021-08-20T21:00:00Z;60009,00;837898159,00;2681592751,00;1986520767,00;2324111938,00;2311933594,00;2316263123,00;6643945217,00;1139950991,00;1732,00;67.49;24.76
2021-08-20T21:15:00Z;599353,00;8638255119,00;255826931,00;1773278236,00;2322964935,00;2310500946,00;2313985596,00;6421948433,00;1174240232,00;1738,00;67.45;24705,00
2021-08-20T21:30:00Z;600117,00;9231194496,00;324377594,00;1755665016,00;2321219177,00;230790451,00;2312151337,00;7356425762,00;125385952,00;1682,00;67535,00;24.6
2021-08-20T21:45:00Z;600188,00;8579334259,00;2560785675,00;1756902885,00;2325140839,00;231282196,00;2317624512,00;6403026581,00;1167800307,00;1737,00;67.48;24515,00
2021-08-20T22:00:00Z;599867,00;1882557297,00;3899116516,00;186398983,00;2322290497,00;2313449249,00;2315826263,00;9002254486,00;2558413029,00;1878,00;67.67;24325,00
2021-08-20T22:15:00Z;600226,00;8588713646,00;2659463501,00;1770643044,00;2328503723,00;2316777802,00;2322120514,00;6522194862,00;1170862556,00;1763,00;67805,00;24.43
2021-08-20T22:30:00Z;600512,00;8422110558,00;2564649963,00;1831703568,00;2331211243,00;2319769287,00;2322154694,00;6414480686,00;1148567796,00;1691,00;67695,00;24265,00
2021-08-20T22:45:00Z;599982,00;8935138702,00;28852314,00;1834031677,00;2331765289,00;2320588074,00;2323564301,00;6849205971,00;1219117999,00;1698,00;68.14;24.14
2021-08-20T23:00:00Z;599976,00;8414460182,00;3015216064,00;1998884201,00;2334641113,00;2323272705,00;2327041473,00;7008115292,00;1149622083,00;1766,00;68275,00;24.16
2021-08-20T23:15:00Z;600311,00;842688942,00;2867316818,00;1769733238,00;2334985199,00;2322276764,00;2327190857,00;6666813374,00;1151497126,00;1721,00;68235,00;23.95
2021-08-20T23:30:00Z;600201,00;8902640343,00;2581453133,00;2150691032,00;2336928101,00;2324664612,00;2328570099,00;6850819111,00;1217260838,00;1730,00;68505,00;23.84
2021-08-20T23:45:00Z;600052,00;8407758713,00;2529849815,00;2155851173,00;2336902771,00;2324962616,00;2329503479,00;6713742256,00;114986825,00;1763,00;68.5;24.04
2021-08-21T0:00:00Z;599752,00;8939641953,00;2897206116,00;2329397583,00;2342713623,00;2329521179,00;2334279022,00;7442475796,00;1225355864,00;1730,00;68.71;24.01
2021-08-21T0:15:00Z;600398,00;8427845001,00;336530571,00;2222238922,00;233395462,00;2318615723,00;2327131348,00;7763340473,00;1151855469,00;1779,00;68.66;23975,00
2021-08-21T0:30:00Z;600315,00;8406802177,00;2797848892,00;2406813431,00;2337189636,00;2322096252,00;2329869385,00;72677598,00;1150345325,00;1822,00;68.61;24.01
2021-08-21T0:45:00Z;600526,00;8936940193,00;3009817314,00;2295836449,00;2343560791,00;2328722992,00;2336906128,00;7419553757,00;1226304293,00;1807,00;68.63;23915,00
2021-08-21T1:00:00Z;600163,00;8406802177,00;2567003441,00;2000535011,00;2337738342,00;2321994171,00;2330166473,00;6575439453,00;1150627732,00;1724,00;68.74;23995,00
2021-08-21T1:15:00Z;60017,00;8402011871,00;25808918,00;1905427361,00;2337442474,00;2322601776,00;2330504303,00;6500117302,00;1149833322,00;1767,00;68.8;23.96
2021-08-21T1:30:00Z;600066,00;9734670639,00;3004409409,00;1766910362,00;2338252258,00;2323965759,00;2332142944,00;7050366402,00;1332821488,00;1751,00;68.9;23885,00
2021-08-21T1:45:00Z;600703,00;8672672272,00;2675039291,00;1760656548,00;2340817871,00;2325403595,00;233407135,00;6552986145,00;1188611507,00;1674,00;68855,00;23.79
2021-08-21T2:00:00Z;600313,00;9274702072,00;2995256805,00;1862045097,00;233805603,00;2324238129,00;2331254272,00;7089730263,00;1269340158,00;1694,00;69055,00;23.75
2021-08-21T2:15:00Z;600456,00;8669887543,00;2706903648,00;1775728416,00;2342105865,00;2327571106,00;2336061554,00;6603601933,00;118889606,00;1823,00;69045,00;23.72
2021-08-21T2:30:00Z;59964,00;8658735275,00;256037693,00;1781296539,00;234001709,00;2324691467,00;2333565674,00;6460318565,00;1186428308,00;1697,00;69.08;23.74
2021-08-21T2:45:00Z;599918,00;9258193016,00;2585878372,00;1900138283,00;2340669708,00;23254039,00;2334845734,00;6705048084,00;1269000411,00;1694,00;69105,00;23.58
2021-08-21T3:00:00Z;600075,00;8683806419,00;3132815933,00;2461881256,00;2345632172,00;2328307648,00;2337991943,00;783711195,00;1192416549,00;1742,00;69145,00;23.59
2021-08-21T3:15:00Z;600025,00;8653155327,00;2873543549,00;2362345886,00;2345099487,00;2328280792,00;2337712555,00;7321377754,00;1187989831,00;1767,00;69.25;23645,00
2021-08-21T3:30:00Z;600308,00;841063118,00;2593774605,00;2223579216,00;2345907135,00;2329689178,00;2338357544,00;6837824345,00;1154963136,00;1727,00;69365,00;23.64
2021-08-21T3:45:00Z;599888,00;841063118,00;2663879776,00;2155290794,00;2346034393,00;2330565643,00;2340102844,00;6841299057,00;115523994,00;1688,00;69.31;23.6
2021-08-21T4:00:00Z;599714,00;8936940193,00;3153104591,00;2329086494,00;234606842,00;2329651489,00;2338721924,00;757854414,00;1227277398,00;1798,00;69345,00;23.6
2021-08-21T4:15:00Z;600032,00;8420198441,00;2582295227,00;1777359962,00;2346446533,00;2330319214,00;2338738403,00;6398444176,00;1156337857,00;1718,00;69725,00;23.43
2021-08-21T4:30:00Z;599635,00;8414460182,00;2590171432,00;1781748581,00;2347058563,00;2331311493,00;2340661621,00;6417591572,00;1156274319,00;1706,00;69.59;23.55
2021-08-21T4:45:00Z;599763,00;8909872055,00;2709312057,00;1895301628,00;2345499268,00;2329290466,00;2337884827,00;6733671665,00;122320354,00;1682,00;69565,00;23755,00
2021-08-21T5:00:00Z;600236,00;8423067093,00;2565654564,00;2055911255,00;2347007599,00;2329996033,00;2338886261,00;6630468845,00;1157162666,00;1723,00;69465,00;23.67
2021-08-21T5:15:00Z;599793,00;8932435036,00;2889163589,00;2373057556,00;2345513306,00;2330334625,00;233947403,00;7382738113,00;1226623535,00;1729,00;69455,00;23715,00
2021-08-21T5:30:00Z;59948,00;8409673691,00;2821232796,00;1904920387,00;2345081024,00;2329199677,00;2337756042,00;6733250618,00;1154310226,00;1735,00;69.44;23665,00
2021-08-21T5:45:00Z;600293,00;1737641907,00;2858711433,00;1836707687,00;234464859,00;2329890137,00;2337141266,00;8173132896,00;2384431124,00;1839,00;69.47;23715,00
2021-08-21T6:00:00Z;599759,00;891529274,00;2792318344,00;1614823532,00;2345766602,00;233117569,00;2340627594,00;6346753597,00;1224589109,00;1621,00;69365,00;23705,00
2021-08-21T6:15:00Z;599616,00;5916676044,00;2854850388,00;1821168137,00;2351041565,00;2334968719,00;2346519775,00;6389839172,00;8149809241,00;1508,00;69425,00;23.78
2021-08-21T6:30:00Z;600204,00;5918036461,00;2563237,00;1746837997,00;2357826996,00;2342727509,00;2351051483,00;5781490326,00;8169702291,00;1512,00;69455,00;23.66
2021-08-21T6:45:00Z;60005,00;6694292068,00;3169379044,00;213230629,00;2357111511,00;2341434937,00;2349317169,00;7029943943,00;9236060977,00;1466,00;69.47;23.65
2021-08-21T7:00:00Z;599633,00;5875710964,00;2416894722,00;2476098824,00;235361618,00;2337298737,00;234455368,00;6286235332,00;8092797995,00;1594,00;69705,00;23465,00
2021-08-21T7:15:00Z;600029,00;6682253361,00;2897678375,00;2641175461,00;2350447845,00;2337014923,00;234336853,00;7145325661,00;9193128347,00;1565,00;69735,00;23475,00
2021-08-21T7:30:00Z;60037,00;5922116756,00;2528831291,00;235401535,00;2348056641,00;2334953003,00;234161911,00;6290400982,00;8140491247,00;1554,00;69695,00;23645,00
2021-08-21T7:45:00Z;600269,00;5912592411,00;2526187134,00;212155571,00;2340473328,00;2326786041,00;2333526611,00;6078032017,00;810046196,00;1615,00;69855,00;23.38
2021-08-21T8:00:00Z;600347,00;6675020218,00;2725370789,00;2314278793,00;2335111542,00;2321790924,00;2327708435,00;6557616234,00;9122806787,00;1506,00;69.81;23.4
2021-08-21T8:15:00Z;600029,00;1671081352,00;257117157,00;1731421661,00;2330953064,00;2319252777,00;2322941132,00;6990246296,00;2279214382,00;1526,00;69.84;23525,00
2021-08-21T8:30:00Z;600156,00;5913953781,00;2419657898,00;1721769142,00;2328257141,00;2314787903,00;2319651184,00;5605947495,00;80569309,00;1536,00;69695,00;23595,00
2021-08-21T8:45:00Z;599686,00;6627812386,00;2447547722,00;1704237747,00;2320128021,00;2307085266,00;2311244507,00;5709958076,00;8996292949,00;1483,00;69.51;23.72
2021-08-21T9:00:00Z;599688,00;5882558346,00;2590886307,00;1935278702,00;2313530273,00;2299975128,00;2305270233,00;591963768,00;7963978052,00;1516,00;69385,00;23715,00
2021-08-21T9:15:00Z;599771,00;6684662819,00;2859274673,00;1854158974,00;2305409241,00;2290200043,00;2296389465,00;62213974,00;9018572569,00;1620,00;69265,00;23855,00
2021-08-21T9:30:00Z;599718,00;5907142639,00;2521880913,00;1854332733,00;2311612549,00;2298181305,00;2303119507,00;5794587612,00;7990905643,00;1538,00;69185,00;23865,00
2021-08-21T9:45:00Z;600354,00;5893497467,00;2995471954,00;1865846443,00;2308078461,00;2293990936,00;229685379,00;6384855747,00;7954475284,00;1611,00;68.97;23975,00
2021-08-21T10:00:00Z;59965,00;6626596928,00;2724041176,00;2198745918,00;2304487762,00;2291792908,00;2294079437,00;639812851,00;8931203485,00;1581,00;68895,00;24.16
2021-08-21T10:15:00Z;600014,00;8292051315,00;2438946724,00;2325419426,00;2298043976,00;2285957184,00;2289356079,00;6468797684,00;1114750743,00;1544,00;68.51;24405,00
2021-08-21T10:30:00Z;600046,00;5892131329,00;2746382904,00;2316330338,00;2298549652,00;2287887115,00;2290709076,00;6410702229,00;792411983,00;1593,00;68.34;24.52
2021-08-21T10:45:00Z;600202,00;6742228508,00;2916593933,00;2244625282,00;230047287,00;2288428955,00;2291430359,00;6640853405,00;9073698521,00;1520,00;68195,00;24655,00
2021-08-21T11:00:00Z;600098,00;6675020218,00;2405139923,00;2340397644,00;2297635956,00;2286629639,00;2288376465,00;6216924667,00;8970666528,00;1597,00;68005,00;24.96
2021-08-21T11:15:00Z;600124,00;667743206,00;4066339493,00;3214253998,00;2297005463,00;2282438202,00;2287494202,00;9233044624,00;8974488378,00;1599,00;67.76;25.09
2021-08-21T11:30:00Z;600451,00;6599812984,00;2651155281,00;1832450676,00;2292894745,00;2281621704,00;2286515045,00;5953794003,00;8858534098,00;1595,00;67.28;25385,00
2021-08-21T11:45:00Z;60011,00;5900323868,00;2759514618,00;1693146896,00;2296022491,00;2282323914,00;2288687134,00;5973124981,00;7930512428,00;1588,00;67145,00;25.46
2021-08-21T12:00:00Z;599834,00;667743206,00;2724336815,00;1723778915,00;229503006,00;2280787811,00;228722702,00;5965538502,00;8970166445,00;1443,00;66765,00;25745,00
2021-08-21T12:15:00Z;600214,00;5866110802,00;2628095818,00;1822405243,00;2295967712,00;2281118774,00;2288782349,00;59275527,00;788569212,00;1613,00;66575,00;25825,00
2021-08-21T12:30:00Z;599696,00;5815105915,00;2407147598,00;1708201408,00;2295561829,00;2282652435,00;2288627014,00;5530521393,00;7814842463,00;1471,00;66235,00;25885,00
2021-08-21T12:45:00Z;599624,00;6633883476,00;2691930962,00;1634202003,00;2292021484,00;2279560242,00;2285475616,00;5845603943,00;890113771,00;1445,00;65935,00;26095,00
2021-08-21T13:00:00Z;600116,00;585099411,00;2386421394,00;1868950653,00;229943985,00;2285674438,00;2291403809,00;564116621,00;7875524163,00;1432,00;65.74;26185,00
2021-08-21T13:15:00Z;600056,00;6807590485,00;386654129,00;3203364563,00;2294843903,00;227919632,00;2286221313,00;9002560616,00;914475143,00;1506,00;65.82;26.3
2021-08-21T13:30:00Z;599662,00;5897593975,00;2806267548,00;1843926239,00;2297777405,00;2284882202,00;2293185577,00;6015757561,00;793954134,00;1604,00;65.65;26265,00
2021-08-21T13:45:00Z;600348,00;5878450871,00;2382876205,00;163499012,00;2301227264,00;2288881683,00;229516922,00;5447781086,00;7921631336,00;1425,00;65835,00;26265,00
2021-08-21T14:00:00Z;599997,00;6604691029,00;2516799736,00;2200100327,00;2300084229,00;2287404938,00;2291775665,00;6181683064,00;888992548,00;1543,00;65.81;26355,00
2021-08-21T14:15:00Z;600002,00;9298110962,00;2693754959,00;2204852867,00;2296813812,00;2284362335,00;2289361572,00;6655166149,00;1250204921,00;1472,00;65.64;26515,00
2021-08-21T14:30:00Z;600247,00;7468561649,00;2382301712,00;1709756279,00;2299354553,00;2288463745,00;2293084717,00;5739677906,00;1005295515,00;1553,00;65555,00;26.6
2021-08-21T14:45:00Z;600223,00;6496530533,00;2520316124,00;1693859863,00;2299389038,00;2288612061,00;2293522339,00;5708200455,00;8746154308,00;1508,00;65215,00;26755,00
2021-08-21T15:00:00Z;599953,00;6401649475,00;2729444695,00;1874929047,00;2301110992,00;2290012817,00;2295619965,00;608014822,00;8625916839,00;1482,00;65035,00;26845,00
2021-08-21T15:15:00Z;600475,00;7305068493,00;2496628952,00;1851812553,00;2305813141,00;229473526,00;2300102234,00;5932899952,00;9863096476,00;1607,00;64.9;26875,00
2021-08-21T15:30:00Z;600227,00;6421741486,00;2810224152,00;1912681198,00;2304610748,00;229415329,00;2300737762,00;6170101166,00;866974473,00;1559,00;65.05;26.91
2021-08-21T15:45:00Z;599368,00;6392840385,00;2532680511,00;2266506577,00;2306439209,00;2294553223,00;2301747437,00;6226400375,00;8636101484,00;1511,00;64.97;26.89
2021-08-21T16:00:00Z;600474,00;7270821571,00;2397999001,00;2216434479,00;2311035614,00;230011322,00;2306234741,00;6193140507,00;9840759039,00;1557,00;64.98;26995,00
2021-08-21T16:15:00Z;599769,00;6367601871,00;269545784,00;219298954,00;2309350128,00;2299369507,00;2304295197,00;6337066174,00;8610414267,00;1526,00;65155,00;26.86
2021-08-21T16:30:00Z;599449,00;1297632122,00;2532839584,00;220218544,00;231150177,00;2302715912,00;2307844238,00;6837755203,00;1756739616,00;1491,00;65.29;26805,00
2021-08-21T16:45:00Z;600196,00;5901688576,00;2386724854,00;1721114349,00;2312593079,00;2300347595,00;2307307129,00;5542172909,00;7993252277,00;1517,00;65295,00;26825,00
2021-08-21T17:00:00Z;600235,00;5938408375,00;240493927,00;1754334641,00;2319339142,00;2306056976,00;2312425842,00;5605649471,00;8063307405,00;1462,00;65435,00;26.73
2021-08-21T17:15:00Z;599387,00;6697898865,00;2647690964,00;1861266708,00;2320138245,00;2306184082,00;2313049469,00;6010538578,00;9097604752,00;1595,00;65545,00;26.59
2021-08-21T17:30:00Z;599977,00;5900323868,00;2822202873,00;2361357498,00;2323153992,00;2308812866,00;2318086395,00;654231739,00;8030813336,00;1580,00;66.02;26.32
2021-08-21T17:45:00Z;599462,00;5889397144,00;2462044525,00;1935195541,00;2322646484,00;2309250183,00;2316579742,00;5902729988,00;801163137,00;1564,00;66175,00;26245,00
2021-08-21T18:00:00Z;599569,00;6643585682,00;2404035187,00;1890409851,00;2320537415,00;2306927795,00;2311277618,00;581836319,00;9018954635,00;1546,00;66.54;26.05
2021-08-21T18:15:00Z;599765,00;5919396877,00;2551051903,00;1651696968,00;2312527161,00;2296584015,00;2302880249,00;5639358521,00;8009448647,00;1489,00;66.57;26.03
2021-08-21T18:30:00Z;59992,00;837898159,00;2563425255,00;1842528534,00;2318187256,00;2303769226,00;2308477783,00;6413341999,00;1136398077,00;1694,00;66.57;25.97
2021-08-21T18:45:00Z;60079,00;8908968925,00;2563111305,00;2229039955,00;2322115936,00;2308348541,00;2311523743,00;6905822277,00;120991075,00;1677,00;66705,00;25.8
2021-08-21T19:00:00Z;599771,00;8378020287,00;2870067215,00;224874649,00;2327012177,00;2312923279,00;231795517,00;7173570633,00;11406883,00;1719,00;66.78;25655,00
2021-08-21T19:15:00Z;600298,00;190728569,00;3895955658,00;2300775719,00;2328808441,00;2315212708,00;2322412262,00;9624427795,00;260048151,00;2178,00;67.36;25395,00
2021-08-21T19:30:00Z;599809,00;8385705948,00;2807128143,00;2378581238,00;2320975647,00;2306042938,00;2311278687,00;7156611443,00;1138949275,00;1807,00;67.57;25285,00
2021-08-21T19:45:00Z;600184,00;8396261215,00;2697786713,00;1906567764,00;2322519379,00;2308997498,00;2312531586,00;6601023674,00;1140592933,00;1808,00;68.38;24.98
2021-08-21T20:00:00Z;599724,00;9269491196,00;2849600029,00;1931322479,00;2320579834,00;2306062775,00;2312318573,00;6967755795,00;1258969069,00;1682,00;68545,00;24.93
2021-08-21T20:15:00Z;59971,00;8644777298,00;2563079834,00;1713519287,00;2323525696,00;2308754425,00;2313058014,00;6377554893,00;1174935579,00;1640,00;68805,00;24.85
2021-08-21T20:30:00Z;59993,00;9331820488,00;3002050209,00;1789549065,00;2328215637,00;2312890167,00;2318746338,00;7009936333,00;1271339178,00;1671,00;68.63;24.76
2021-08-21T20:45:00Z;599839,00;8643845558,00;2862314224,00;1780528069,00;232813324,00;2313534241,00;2318889771,00;675142765,00;1177563787,00;1683,00;68.66;24.72
2021-08-21T21:00:00Z;600281,00;1735137749,00;298267746,00;2264658737,00;2331751404,00;2318789215,00;2323806305,00;8506187439,00;2367750645,00;1833,00;68595,00;24.65
2021-08-21T21:15:00Z;599855,00;8910776138,00;2826564598,00;1769369316,00;2334323578,00;2318840637,00;2325371094,00;671603775,00;1217301369,00;1791,00;68.57;24.59
2021-08-21T21:30:00Z;60019,00;8380904198,00;2891197205,00;2378953743,00;2326380157,00;2310597534,00;2317562103,00;7255502701,00;1141046047,00;1800,00;68.66;24.55
2021-08-21T21:45:00Z;599903,00;8394342422,00;288776989,00;2372005463,00;2327931519,00;2313282623,00;2319011536,00;7244918346,00;1143659353,00;1695,00;68755,00;24.43
2021-08-21T22:00:00Z;599979,00;891438961,00;2705475807,00;2395916748,00;2331369476,00;2317379456,00;2322991943,00;7188245296,00;1216172934,00;1792,00;69.03;24.34
2021-08-21T22:15:00Z;599447,00;8401053429,00;2865603256,00;2297869492,00;2335077972,00;2319443054,00;2326096954,00;7154374123,00;1148073673,00;1787,00;69065,00;24.43
2021-08-21T22:30:00Z;599946,00;8407758713,00;2567317009,00;2257394409,00;2339886169,00;2324976196,00;2331755066,00;6854510784,00;1151453018,00;1683,00;69.26;24.27
2021-08-21T22:45:00Z;599396,00;892522049,00;2700769615,00;177009716,00;2327239075,00;2314963226,00;2316545868,00;6578944683,00;1214542985,00;1740,00;69.28;24255,00
2021-08-21T23:00:00Z;600109,00;8424978256,00;2965215683,00;1879175568,00;2335081787,00;2319139404,00;2328153381,00;6864302635,00;115194726,00;1727,00;69.62;24095,00
2021-08-21T23:15:00Z;599569,00;9064853668,00;2664665413,00;1769869804,00;2330562897,00;2313992462,00;232190918,00;6586738586,00;1236567974,00;1714,00;69555,00;24105,00
2021-08-21T23:30:00Z;599439,00;8930631638,00;3263967133,00;1923008537,00;2334396973,00;231765564,00;2326432495,00;748064661,00;122042799,00;1757,00;69.71;24.02
2021-08-21T23:45:00Z;599663,00;8419242859,00;2767002869,00;1919404602,00;2335338135,00;2317996521,00;2328468323,00;6787171841,00;115139091,00;1866,00;69915,00;23845,00
2021-08-22T0:00:00Z;599924,00;8963027954,00;2977436256,00;2012492752,00;2338204803,00;2323214722,00;2332836914,00;7281615257,00;1227546215,00;1701,00;70.02;23845,00
2021-08-22T0:15:00Z;599737,00;8413503647,00;2576239395,00;2299760818,00;2343522644,00;2327036896,00;2335089111,00;6887769699,00;1153965235,00;1733,00;69.97;23.84
2021-08-22T0:30:00Z;600245,00;8455504417,00;3405497742,00;2163456154,00;2346095123,00;2327455444,00;2337950287,00;7764056683,00;1161422372,00;1696,00;70065,00;23.84
2021-08-22T0:45:00Z;59968,00;8921611786,00;257220459,00;2234955788,00;2333102875,00;2317937775,00;2325067291,00;6929531574,00;1218155146,00;1688,00;70.12;23.86
2021-08-22T1:00:00Z;600243,00;8430710793,00;3085531044,00;2332506371,00;233700943,00;2317254181,00;2327511292,00;7583685398,00;1153292775,00;1691,00;70.14;23.75
2021-08-22T1:15:00Z;59961,00;8425933838,00;3151801872,00;2163791275,00;2343263245,00;2324967651,00;23369841,00;7303845882,00;1156467795,00;1768,00;70.23;23.76
2021-08-22T1:30:00Z;599968,00;892070961,00;2598643303,00;1716852188,00;2341873779,00;2323953552,00;2333301239,00;6465075016,00;1222712994,00;1724,00;70075,00;23725,00
2021-08-22T1:45:00Z;599607,00;8595273972,00;2586998749,00;1931864357,00;2341235657,00;2323274231,00;233408493,00;6621126175,00;1178253531,00;1728,00;70,00;23795,00
2021-08-22T2:00:00Z;600185,00;9293780327,00;2889107704,00;2021195221,00;2352511749,00;2335477295,00;2345962524,00;7150062561,00;1280231714,00;1704,00;69.98;23815,00
2021-08-22T2:15:00Z;599812,00;8592463493,00;2719219208,00;1899375343,00;2340325928,00;2321216125,00;2334485321,00;6701130867,00;1177910686,00;1828,00;69905,00;23835,00
2021-08-22T2:30:00Z;600102,00;8590589523,00;2588398933,00;1835962105,00;2341845703,00;2326941681,00;233749176,00;6515049934,00;1178412676,00;1704,00;69.94;23.81
2021-08-22T2:45:00Z;599968,00;9214609146,00;3828118896,00;2991787338,00;234427063,00;2324151306,00;233708252,00;9408267975,00;1265213251,00;1722,00;70035,00;23.67
2021-08-22T3:00:00Z;599891,00;8595273972,00;2868579865,00;1880031967,00;234813324,00;2328828735,00;2342893829,00;6864039898,00;1182556629,00;1733,00;69.94;23.77
2021-08-22T3:15:00Z;599776,00;8640119553,00;2986103821,00;1720318985,00;2344341125,00;2325771942,00;2337721863,00;6826552391,00;1186216712,00;1705,00;69.96;23775,00
2021-08-22T3:30:00Z;600133,00;9275569916,00;2573300171,00;1715069199,00;2345559845,00;2327023926,00;2339222412,00;6528874874,00;1274068832,00;1629,00;69.97;23.7
2021-08-22T3:45:00Z;59946,00;8402011871,00;2738808823,00;1789998817,00;2346756134,00;2326799774,00;2340179443,00;6560632706,00;1155020714,00;1667,00;70115,00;23695,00
2021-08-22T4:00:00Z;599774,00;8419242859,00;2878778458,00;2472845078,00;2348139954,00;2329996948,00;2341829681,00;7338956833,00;1157630801,00;1690,00;70.11;23705,00
2021-08-22T4:15:00Z;599909,00;8897212029,00;25941782,00;2304761696,00;2346547241,00;2327945557,00;234117981,00;7012047768,00;1223097324,00;1822,00;70.16;23575,00
2021-08-22T4:30:00Z;60021,00;841063118,00;2901843262,00;230381813,00;234888382,00;2329741058,00;2342663574,00;7217276573,00;1157078505,00;1710,00;70.14;23.67
2021-08-22T4:45:00Z;600067,00;8964824677,00;2728766251,00;2240676117,00;2343079071,00;2326852264,00;2334665222,00;7098310471,00;1229016423,00;1817,00;69865,00;23645,00
2021-08-22T5:00:00Z;600228,00;8409673691,00;2693994141,00;2333334351,00;2349461517,00;2328507843,00;2340100098,00;7032044411,00;1156569481,00;1750,00;69845,00;23.67
2021-08-22T5:15:00Z;600264,00;8416374207,00;2998668671,00;2169068527,00;2348508759,00;2328999023,00;2341313629,00;7186603546,00;1157367349,00;1715,00;69.87;23.69
2021-08-22T5:30:00Z;600556,00;8937841415,00;272460289,00;17759552,00;2353842316,00;2335185242,00;2347644501,00;666353035,00;1231900334,00;1692,00;69.79;23.61
2021-08-22T5:45:00Z;599512,00;8388585091,00;268207283,00;2247636414,00;2345194855,00;2325729828,00;2337424927,00;7030951977,00;1151734114,00;1778,00;69.69;23.65
2021-08-22T6:00:00Z;599863,00;8573701859,00;2809651184,00;1812126732,00;2347942352,00;2329518433,00;2342783356,00;649932003,00;1179192185,00;1642,00;69.59;23.64
